locus_tag	ftype	length_bp	gene	EC_number	COG	product
NMMJGDOI_00501	gene	90				
NMMJGDOI_00502	CDS	981	ychF		COG0012	Ribosome-binding ATPase YchF
NMMJGDOI_00502	gene	981	ychF			
NMMJGDOI_00503	CDS	258	fbaA	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
NMMJGDOI_00503	gene	258	fbaA			
NMMJGDOI_00504	CDS	552	fba	4.1.2.13		Fructose-bisphosphate aldolase
NMMJGDOI_00504	gene	552	fba			
NMMJGDOI_00505	CDS	333	rpoE			DNA-directed RNA polymerase subunit delta
NMMJGDOI_00505	gene	333	rpoE			
NMMJGDOI_00506	CDS	99				hypothetical protein
NMMJGDOI_00506	gene	99				
NMMJGDOI_00507	CDS	171	metG_1	6.1.1.10		Methionine--tRNA ligase
NMMJGDOI_00507	gene	171	metG_1			
NMMJGDOI_00508	CDS	375	metG_2	6.1.1.10		Methionine--tRNA ligase
NMMJGDOI_00508	gene	375	metG_2			
NMMJGDOI_00509	CDS	399	metG_3	6.1.1.10		Methionine--tRNA ligase
NMMJGDOI_00509	gene	399	metG_3			
NMMJGDOI_00510	CDS	243	metG_4	6.1.1.10		Methionine--tRNA ligase
NMMJGDOI_00510	gene	243	metG_4			
NMMJGDOI_00511	CDS	753	pip	3.4.11.5		Proline iminopeptidase
NMMJGDOI_00511	gene	753	pip			
NMMJGDOI_00512	CDS	1173	dnaJ_1			Chaperone protein DnaJ
NMMJGDOI_00512	gene	1173	dnaJ_1			
NMMJGDOI_00513	CDS	207				hypothetical protein
NMMJGDOI_00513	gene	207				
NMMJGDOI_00514	CDS	636				hypothetical protein
NMMJGDOI_00514	gene	636				
NMMJGDOI_00515	CDS	225				hypothetical protein
NMMJGDOI_00515	gene	225				
NMMJGDOI_00516	CDS	153				hypothetical protein
NMMJGDOI_00516	gene	153				
NMMJGDOI_00517	CDS	159				hypothetical protein
NMMJGDOI_00517	gene	159				
NMMJGDOI_00518	CDS	1101				hypothetical protein
NMMJGDOI_00518	gene	1101				
NMMJGDOI_00519	CDS	375				hypothetical protein
NMMJGDOI_00519	gene	375				
NMMJGDOI_00520	CDS	480		3.6.3.-		Putative multidrug export ATP-binding/permease protein
NMMJGDOI_00520	gene	480				
NMMJGDOI_00521	CDS	282			COG1132	putative ABC transporter ATP-binding protein
NMMJGDOI_00521	gene	282				
NMMJGDOI_00522	CDS	606			COG1132	putative ABC transporter ATP-binding protein
NMMJGDOI_00522	gene	606				
NMMJGDOI_00523	CDS	312				hypothetical protein
NMMJGDOI_00523	gene	312				
NMMJGDOI_00524	CDS	1095			COG1132	putative ABC transporter ATP-binding protein
NMMJGDOI_00524	gene	1095				
NMMJGDOI_00525	CDS	756	msbA	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
NMMJGDOI_00525	gene	756	msbA			
NMMJGDOI_00526	tRNA	77				tRNA-Ile(gat)
NMMJGDOI_00526	gene	77				
NMMJGDOI_00527	tRNA	76				tRNA-Ala(tgc)
NMMJGDOI_00527	gene	76				
NMMJGDOI_00528	CDS	615	folD			Bifunctional protein FolD protein
NMMJGDOI_00528	gene	615	folD			
NMMJGDOI_00529	CDS	366				hypothetical protein
NMMJGDOI_00529	gene	366				
NMMJGDOI_00530	CDS	489	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
NMMJGDOI_00530	gene	489	rimK			
NMMJGDOI_00531	CDS	630				hypothetical protein
NMMJGDOI_00531	gene	630				
NMMJGDOI_00532	CDS	138				hypothetical protein
NMMJGDOI_00532	gene	138				
NMMJGDOI_00533	CDS	573	dnaG_1	2.7.7.-		DNA primase
NMMJGDOI_00533	gene	573	dnaG_1			
NMMJGDOI_00534	CDS	774				hypothetical protein
NMMJGDOI_00534	gene	774				
NMMJGDOI_00535	CDS	228				hypothetical protein
NMMJGDOI_00535	gene	228				
NMMJGDOI_00536	CDS	204				hypothetical protein
NMMJGDOI_00536	gene	204				
NMMJGDOI_00537	CDS	435	hit		COG0537	Protein hit
NMMJGDOI_00537	gene	435	hit			
NMMJGDOI_00538	CDS	180				hypothetical protein
NMMJGDOI_00538	gene	180				
NMMJGDOI_00539	CDS	438				hypothetical protein
NMMJGDOI_00539	gene	438				
NMMJGDOI_00540	CDS	303			COG0718	Nucleoid-associated protein
NMMJGDOI_00540	gene	303				
NMMJGDOI_00541	CDS	186				hypothetical protein
NMMJGDOI_00541	gene	186				
NMMJGDOI_00542	CDS	99				hypothetical protein
NMMJGDOI_00542	gene	99				
NMMJGDOI_00543	CDS	507				hypothetical protein
NMMJGDOI_00543	gene	507				
NMMJGDOI_00544	CDS	426	lysS_1	6.1.1.6		Lysine--tRNA ligase
NMMJGDOI_00544	gene	426	lysS_1			
NMMJGDOI_00545	CDS	447	lysS_2	6.1.1.6	COG1190	Lysine--tRNA ligase
NMMJGDOI_00545	gene	447	lysS_2			
NMMJGDOI_00546	CDS	534	lysS_3	6.1.1.6		Lysine--tRNA ligase
NMMJGDOI_00546	gene	534	lysS_3			
NMMJGDOI_00547	CDS	678	fcf2	5.4.99.59		dTDP-fucopyranose mutase
NMMJGDOI_00547	gene	678	fcf2			
NMMJGDOI_00548	CDS	315	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
NMMJGDOI_00548	gene	315	glf			
NMMJGDOI_00549	CDS	1797	lepA	3.6.5.-		Elongation factor 4
NMMJGDOI_00549	gene	1797	lepA			
NMMJGDOI_00550	CDS	1704	rnjA	3.1.-.-	COG0595	Ribonuclease J1
NMMJGDOI_00550	gene	1704	rnjA			
NMMJGDOI_00551	CDS	630				hypothetical protein
NMMJGDOI_00551	gene	630				
NMMJGDOI_00552	CDS	279				hypothetical protein
NMMJGDOI_00552	gene	279				
NMMJGDOI_00553	CDS	279				hypothetical protein
NMMJGDOI_00553	gene	279				
NMMJGDOI_00554	CDS	276				hypothetical protein
NMMJGDOI_00554	gene	276				
NMMJGDOI_00555	CDS	900	pcrA_1	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
NMMJGDOI_00555	gene	900	pcrA_1			
NMMJGDOI_00556	CDS	192				hypothetical protein
NMMJGDOI_00556	gene	192				
NMMJGDOI_00557	CDS	651	pcrA_2	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
NMMJGDOI_00557	gene	651	pcrA_2			
NMMJGDOI_00558	CDS	1518	pcrA_3	3.6.4.12		ATP-dependent DNA helicase PcrA
NMMJGDOI_00558	gene	1518	pcrA_3			
NMMJGDOI_00559	CDS	216				hypothetical protein
NMMJGDOI_00559	gene	216				
NMMJGDOI_00560	CDS	303				hypothetical protein
NMMJGDOI_00560	gene	303				
NMMJGDOI_00561	CDS	294				hypothetical protein
NMMJGDOI_00561	gene	294				
NMMJGDOI_00562	CDS	468				hypothetical protein
NMMJGDOI_00562	gene	468				
NMMJGDOI_00563	CDS	981				hypothetical protein
NMMJGDOI_00563	gene	981				
NMMJGDOI_00564	CDS	318				hypothetical protein
NMMJGDOI_00564	gene	318				
NMMJGDOI_00565	CDS	486				hypothetical protein
NMMJGDOI_00565	gene	486				
NMMJGDOI_00566	CDS	153				hypothetical protein
NMMJGDOI_00566	gene	153				
NMMJGDOI_00567	CDS	462				hypothetical protein
NMMJGDOI_00567	gene	462				
NMMJGDOI_00568	CDS	330	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
NMMJGDOI_00568	gene	330	nadD			
NMMJGDOI_00569	CDS	348				hypothetical protein
NMMJGDOI_00569	gene	348				
NMMJGDOI_00570	CDS	1257				hypothetical protein
NMMJGDOI_00570	gene	1257				
NMMJGDOI_00571	CDS	642				hypothetical protein
NMMJGDOI_00571	gene	642				
NMMJGDOI_00572	CDS	255	natA		COG4555	ABC transporter ATP-binding protein NatA
NMMJGDOI_00572	gene	255	natA			
NMMJGDOI_00573	CDS	270	yxlF	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
NMMJGDOI_00573	gene	270	yxlF			
NMMJGDOI_00574	CDS	792				hypothetical protein
NMMJGDOI_00574	gene	792				
NMMJGDOI_00575	CDS	108				hypothetical protein
NMMJGDOI_00575	gene	108				
NMMJGDOI_00576	CDS	408				hypothetical protein
NMMJGDOI_00576	gene	408				
NMMJGDOI_00577	CDS	540				hypothetical protein
NMMJGDOI_00577	gene	540				
NMMJGDOI_00578	CDS	1362	lon1_1	3.4.21.53	COG0466	Lon protease 1
NMMJGDOI_00578	gene	1362	lon1_1			
NMMJGDOI_00579	CDS	981	lon1_2	3.4.21.53	COG0466	Lon protease 1
NMMJGDOI_00579	gene	981	lon1_2			
NMMJGDOI_00580	CDS	1212	tig	5.2.1.8	COG0544	Trigger factor
NMMJGDOI_00580	gene	1212	tig			
NMMJGDOI_00581	CDS	885				putative protein MG237 
NMMJGDOI_00581	gene	885				
NMMJGDOI_00582	CDS	477				hypothetical protein
NMMJGDOI_00582	gene	477				
NMMJGDOI_00583	CDS	846	nfo	3.1.21.2		putative endonuclease 4
NMMJGDOI_00583	gene	846	nfo			
NMMJGDOI_00584	CDS	315	rpmA		COG0211	50S ribosomal protein L27
NMMJGDOI_00584	gene	315	rpmA			
NMMJGDOI_00585	CDS	303				hypothetical protein
NMMJGDOI_00585	gene	303				
NMMJGDOI_00586	CDS	303	rplU		COG0261	50S ribosomal protein L21
NMMJGDOI_00586	gene	303	rplU			
NMMJGDOI_00587	CDS	432	nrdE	1.17.4.1		Ribonucleoside-diphosphate reductase subunit alpha
NMMJGDOI_00587	gene	432	nrdE			
NMMJGDOI_00588	CDS	1629	nrdE1	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 1
NMMJGDOI_00588	gene	1629	nrdE1			
NMMJGDOI_00589	CDS	462	nrdI		COG1780	Protein NrdI
NMMJGDOI_00589	gene	462	nrdI			
NMMJGDOI_00590	CDS	663	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
NMMJGDOI_00590	gene	663	nrdF2			
NMMJGDOI_00591	CDS	93				hypothetical protein
NMMJGDOI_00591	gene	93				
NMMJGDOI_00592	CDS	360	folA	1.5.1.3		Dihydrofolate reductase
NMMJGDOI_00592	gene	360	folA			
NMMJGDOI_00593	CDS	372	thyA_1	2.1.1.45	COG0207	Thymidylate synthase
NMMJGDOI_00593	gene	372	thyA_1			
NMMJGDOI_00594	CDS	279	thyA_2	2.1.1.45		Thymidylate synthase
NMMJGDOI_00594	gene	279	thyA_2			
NMMJGDOI_00595	CDS	216				hypothetical protein
NMMJGDOI_00595	gene	216				
NMMJGDOI_00596	CDS	531				hypothetical protein
NMMJGDOI_00596	gene	531				
NMMJGDOI_00597	CDS	177				hypothetical protein
NMMJGDOI_00597	gene	177				
NMMJGDOI_00598	CDS	312				hypothetical protein
NMMJGDOI_00598	gene	312				
NMMJGDOI_00599	CDS	972				hypothetical protein
NMMJGDOI_00599	gene	972				
NMMJGDOI_00600	CDS	123				hypothetical protein
NMMJGDOI_00600	gene	123				
NMMJGDOI_00601	CDS	180				hypothetical protein
NMMJGDOI_00601	gene	180				
NMMJGDOI_00602	CDS	792	ftsZ		COG0206	Cell division protein FtsZ
NMMJGDOI_00602	gene	792	ftsZ			
NMMJGDOI_00603	CDS	1116				hypothetical protein
NMMJGDOI_00603	gene	1116				
NMMJGDOI_00604	CDS	927	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
NMMJGDOI_00604	gene	927	rsmH			
NMMJGDOI_00605	CDS	426	mraZ			Transcriptional regulator MraZ
NMMJGDOI_00605	gene	426	mraZ			
NMMJGDOI_00606	tRNA	77				tRNA-Arg(gcg)
NMMJGDOI_00606	gene	77				
NMMJGDOI_00607	CDS	195				hypothetical protein
NMMJGDOI_00607	gene	195				
NMMJGDOI_00608	CDS	555				hypothetical protein
NMMJGDOI_00608	gene	555				
NMMJGDOI_00609	CDS	1074				putative protein MG218.1
NMMJGDOI_00609	gene	1074				
NMMJGDOI_00610	CDS	501	hmw2_1			Cytadherence high molecular weight protein 2
NMMJGDOI_00610	gene	501	hmw2_1			
NMMJGDOI_00611	CDS	3069	hmw2_2			Cytadherence high molecular weight protein 2
NMMJGDOI_00611	gene	3069	hmw2_2			
NMMJGDOI_00612	CDS	897	hmw2_3			Cytadherence high molecular weight protein 2
NMMJGDOI_00612	gene	897	hmw2_3			
NMMJGDOI_00613	CDS	123	hmw2_4			Cytadherence high molecular weight protein 2
NMMJGDOI_00613	gene	123	hmw2_4			
NMMJGDOI_00614	CDS	414	hmw2_5			Cytadherence high molecular weight protein 2
NMMJGDOI_00614	gene	414	hmw2_5			
NMMJGDOI_00615	CDS	180				hypothetical protein
NMMJGDOI_00615	gene	180				
NMMJGDOI_00616	CDS	198				hypothetical protein
NMMJGDOI_00616	gene	198				
NMMJGDOI_00617	CDS	495				hypothetical protein
NMMJGDOI_00617	gene	495				
NMMJGDOI_00618	CDS	294				hypothetical protein
NMMJGDOI_00618	gene	294				
NMMJGDOI_00619	CDS	210				hypothetical protein
NMMJGDOI_00619	gene	210				
NMMJGDOI_00620	CDS	204				hypothetical protein
NMMJGDOI_00620	gene	204				
NMMJGDOI_00621	CDS	804				hypothetical protein
NMMJGDOI_00621	gene	804				
NMMJGDOI_00622	CDS	930	arcC1	2.7.2.2		Carbamate kinase 1
NMMJGDOI_00622	gene	930	arcC1			
NMMJGDOI_00623	CDS	312	arcB_1	2.1.3.3	COG0078	Ornithine carbamoyltransferase, catabolic
NMMJGDOI_00623	gene	312	arcB_1			
NMMJGDOI_00624	CDS	333	arcB_2	2.1.3.3	COG0078	Ornithine carbamoyltransferase, catabolic
NMMJGDOI_00624	gene	333	arcB_2			
NMMJGDOI_00625	CDS	273	arcB_3	2.1.3.3	COG0078	Ornithine carbamoyltransferase, catabolic
NMMJGDOI_00625	gene	273	arcB_3			
NMMJGDOI_00626	CDS	246	arcA_2	3.5.3.6		Arginine deiminase
NMMJGDOI_00626	gene	246	arcA_2			
NMMJGDOI_00627	CDS	246	arcA_3	3.5.3.6		Arginine deiminase
NMMJGDOI_00627	gene	246	arcA_3			
NMMJGDOI_00628	CDS	315	arcA_4	3.5.3.6		Arginine deiminase
NMMJGDOI_00628	gene	315	arcA_4			
NMMJGDOI_00629	CDS	276	arcA_5	3.5.3.6		Arginine deiminase
NMMJGDOI_00629	gene	276	arcA_5			
NMMJGDOI_00630	tRNA	76				tRNA-Phe(gaa)
NMMJGDOI_00630	gene	76				
NMMJGDOI_00631	tRNA	74				tRNA-Asp(gtc)
NMMJGDOI_00631	gene	74				
NMMJGDOI_00632	tRNA	77				tRNA-Met(cat)
NMMJGDOI_00632	gene	77				
NMMJGDOI_00633	tRNA	91				tRNA-Ser(tga)
NMMJGDOI_00633	gene	91				
NMMJGDOI_00634	tRNA	76				tRNA-Met(cat)
NMMJGDOI_00634	gene	76				
NMMJGDOI_00635	tRNA	77				tRNA-Met(cat)
NMMJGDOI_00635	gene	77				
NMMJGDOI_00636	tRNA	77				tRNA-Pro(tgg)
NMMJGDOI_00636	gene	77				
NMMJGDOI_00637	tRNA	77				tRNA-Cys(gca)
NMMJGDOI_00637	gene	77				
NMMJGDOI_00638	CDS	354	pyk_1	2.7.1.40		Pyruvate kinase
NMMJGDOI_00638	gene	354	pyk_1			
NMMJGDOI_00639	CDS	294	pyk_2	2.7.1.40		Pyruvate kinase
NMMJGDOI_00639	gene	294	pyk_2			
NMMJGDOI_00640	CDS	786	pyk_3	2.7.1.40		Pyruvate kinase
NMMJGDOI_00640	gene	786	pyk_3			
NMMJGDOI_00641	CDS	987	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
NMMJGDOI_00641	gene	987	pfkA			
NMMJGDOI_00642	CDS	627	scpB		COG1386	Segregation and condensation protein B
NMMJGDOI_00642	gene	627	scpB			
NMMJGDOI_00643	CDS	465				hypothetical protein
NMMJGDOI_00643	gene	465				
NMMJGDOI_00644	CDS	492	scpA			Segregation and condensation protein A
NMMJGDOI_00644	gene	492	scpA			
NMMJGDOI_00645	CDS	330				hypothetical protein
NMMJGDOI_00645	gene	330				
NMMJGDOI_00646	CDS	411				hypothetical protein
NMMJGDOI_00646	gene	411				
NMMJGDOI_00647	CDS	378				hypothetical protein
NMMJGDOI_00647	gene	378				
NMMJGDOI_00648	CDS	351	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
NMMJGDOI_00648	gene	351	acpS			
NMMJGDOI_00649	CDS	450				hypothetical protein
NMMJGDOI_00649	gene	450				
NMMJGDOI_00650	CDS	183	rpsU			30S ribosomal protein S21
NMMJGDOI_00650	gene	183	rpsU			
NMMJGDOI_00651	CDS	261				hypothetical protein
NMMJGDOI_00651	gene	261				
NMMJGDOI_00652	CDS	147				hypothetical protein
NMMJGDOI_00652	gene	147				
NMMJGDOI_00653	CDS	621	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
NMMJGDOI_00653	gene	621	yraA			
NMMJGDOI_00654	CDS	351	lspA_1	3.4.23.36		Lipoprotein signal peptidase
NMMJGDOI_00654	gene	351	lspA_1			
NMMJGDOI_00655	CDS	102	lspA_2	3.4.23.36		Lipoprotein signal peptidase
NMMJGDOI_00655	gene	102	lspA_2			
NMMJGDOI_00656	CDS	147				hypothetical protein
NMMJGDOI_00656	gene	147				
NMMJGDOI_00657	CDS	426	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NMMJGDOI_00657	gene	426	rluD			
NMMJGDOI_00658	CDS	351	rluC_2	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
NMMJGDOI_00658	gene	351	rluC_2			
NMMJGDOI_00659	CDS	591				hypothetical protein
NMMJGDOI_00659	gene	591				
NMMJGDOI_00660	CDS	393				hypothetical protein
NMMJGDOI_00660	gene	393				
NMMJGDOI_00661	CDS	231				hypothetical protein
NMMJGDOI_00661	gene	231				
NMMJGDOI_00662	CDS	231				hypothetical protein
NMMJGDOI_00662	gene	231				
NMMJGDOI_00663	CDS	213				hypothetical protein
NMMJGDOI_00663	gene	213				
NMMJGDOI_00664	CDS	165				hypothetical protein
NMMJGDOI_00664	gene	165				
NMMJGDOI_00665	CDS	261				hypothetical protein
NMMJGDOI_00665	gene	261				
NMMJGDOI_00666	CDS	111				hypothetical protein
NMMJGDOI_00666	gene	111				
NMMJGDOI_00667	CDS	678	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
NMMJGDOI_00667	gene	678	ycfH			
NMMJGDOI_00668	CDS	1329	mnmE	3.6.-.-		tRNA modification GTPase MnmE
NMMJGDOI_00668	gene	1329	mnmE			
NMMJGDOI_00669	CDS	759				hypothetical protein
NMMJGDOI_00669	gene	759				
NMMJGDOI_00670	CDS	291	tmk_1	2.7.4.9		Thymidylate kinase
NMMJGDOI_00670	gene	291	tmk_1			
NMMJGDOI_00671	CDS	297	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
NMMJGDOI_00671	gene	297	tmk_2			
NMMJGDOI_00672	CDS	696	serS_1	6.1.1.11		Serine--tRNA ligase
NMMJGDOI_00672	gene	696	serS_1			
NMMJGDOI_00673	CDS	564	serS_2	6.1.1.11	COG0172	Serine--tRNA ligase
NMMJGDOI_00673	gene	564	serS_2			
NMMJGDOI_00674	CDS	2520	gyrA	5.99.1.3		DNA gyrase subunit A
NMMJGDOI_00674	gene	2520	gyrA			
NMMJGDOI_00675	CDS	1953	gyrB	5.99.1.3		DNA gyrase subunit B
NMMJGDOI_00675	gene	1953	gyrB			
NMMJGDOI_00676	CDS	114				hypothetical protein
NMMJGDOI_00676	gene	114				
NMMJGDOI_00677	CDS	264				hypothetical protein
NMMJGDOI_00677	gene	264				
NMMJGDOI_00678	CDS	246	dnaJ_2		COG0484	Chaperone protein DnaJ
NMMJGDOI_00678	gene	246	dnaJ_2			
NMMJGDOI_00679	CDS	1143	dnaN		COG0592	Beta sliding clamp
NMMJGDOI_00679	gene	1143	dnaN			
NMMJGDOI_00680	CDS	813			COG1192	putative protein
NMMJGDOI_00680	gene	813				
NMMJGDOI_00681	CDS	753				putative protein MPN_687
NMMJGDOI_00681	gene	753				
NMMJGDOI_00682	CDS	1320	dnaA			Chromosomal replication initiator protein DnaA
NMMJGDOI_00682	gene	1320	dnaA			
NMMJGDOI_00683	CDS	666	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
NMMJGDOI_00683	gene	666	yknY			
NMMJGDOI_00684	CDS	1173				putative ABC transporter permease MG468 
NMMJGDOI_00684	gene	1173				
NMMJGDOI_00685	CDS	222				putative ABC transporter permease MG468 
NMMJGDOI_00685	gene	222				
NMMJGDOI_00686	CDS	846				putative ABC transporter permease MG468 
NMMJGDOI_00686	gene	846				
NMMJGDOI_00687	CDS	651				putative ABC transporter permease MG468 
NMMJGDOI_00687	gene	651				
NMMJGDOI_00688	CDS	1746				putative ABC transporter permease MG468 
NMMJGDOI_00688	gene	1746				
NMMJGDOI_00689	CDS	435				putative ABC transporter permease MG468 
NMMJGDOI_00689	gene	435				
NMMJGDOI_00690	CDS	273				hypothetical protein
NMMJGDOI_00690	gene	273				
NMMJGDOI_00691	CDS	585	bceA_1		COG1136	Bacitracin export ATP-binding protein BceA
NMMJGDOI_00691	gene	585	bceA_1			
NMMJGDOI_00692	CDS	147	rpmH		COG0230	50S ribosomal protein L34
NMMJGDOI_00692	gene	147	rpmH			
NMMJGDOI_00693	CDS	126				hypothetical protein
NMMJGDOI_00693	gene	126				
NMMJGDOI_00694	CDS	150				hypothetical protein
NMMJGDOI_00694	gene	150				
NMMJGDOI_00695	CDS	429	yidC2		COG0706	Membrane protein insertase YidC 2
NMMJGDOI_00695	gene	429	yidC2			
NMMJGDOI_00696	CDS	300	yidC			Membrane protein insertase YidC
NMMJGDOI_00696	gene	300	yidC			
NMMJGDOI_00697	CDS	792	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
NMMJGDOI_00697	gene	792	rsmA			
NMMJGDOI_00698	CDS	498	gltX_1	6.1.1.17		Glutamate--tRNA ligase
NMMJGDOI_00698	gene	498	gltX_1			
NMMJGDOI_00699	CDS	300	gltX_2	6.1.1.17	COG0008	Glutamate--tRNA ligase
NMMJGDOI_00699	gene	300	gltX_2			
NMMJGDOI_00700	CDS	462	gltX_3	6.1.1.17		Glutamate--tRNA ligase
NMMJGDOI_00700	gene	462	gltX_3			
NMMJGDOI_00701	CDS	1131				hypothetical protein
NMMJGDOI_00701	gene	1131				
NMMJGDOI_00702	CDS	114				hypothetical protein
NMMJGDOI_00702	gene	114				
NMMJGDOI_00703	CDS	138				hypothetical protein
NMMJGDOI_00703	gene	138				
NMMJGDOI_00704	CDS	306				hypothetical protein
NMMJGDOI_00704	gene	306				
NMMJGDOI_00705	CDS	993	ldh	1.1.1.27		L-lactate dehydrogenase
NMMJGDOI_00705	gene	993	ldh			
NMMJGDOI_00706	CDS	426	ispF	4.6.1.12		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
NMMJGDOI_00706	gene	426	ispF			
NMMJGDOI_00707	CDS	528	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
NMMJGDOI_00707	gene	528	hpt			
NMMJGDOI_00708	CDS	492				hypothetical protein
NMMJGDOI_00708	gene	492				
NMMJGDOI_00709	CDS	1458	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NMMJGDOI_00709	gene	1458	ftsH			
NMMJGDOI_00710	CDS	582				hypothetical protein
NMMJGDOI_00710	gene	582				
NMMJGDOI_00711	CDS	1038				hypothetical protein
NMMJGDOI_00711	gene	1038				
NMMJGDOI_00712	CDS	1200	tyrS	6.1.1.1		Tyrosine--tRNA ligase
NMMJGDOI_00712	gene	1200	tyrS			
NMMJGDOI_00713	CDS	423	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
NMMJGDOI_00713	gene	423	ohrB			
NMMJGDOI_00714	CDS	309	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
NMMJGDOI_00714	gene	309	gtaB_1			
NMMJGDOI_00715	CDS	537	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
NMMJGDOI_00715	gene	537	gtaB_2			
NMMJGDOI_00716	CDS	144				hypothetical protein
NMMJGDOI_00716	gene	144				
NMMJGDOI_00717	CDS	396				hypothetical protein
NMMJGDOI_00717	gene	396				
NMMJGDOI_00718	CDS	1185	tuf			Elongation factor Tu
NMMJGDOI_00718	gene	1185	tuf			
NMMJGDOI_00719	CDS	873				hypothetical protein
NMMJGDOI_00719	gene	873				
NMMJGDOI_00720	CDS	672	pheT_1	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
NMMJGDOI_00720	gene	672	pheT_1			
NMMJGDOI_00721	CDS	204	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
NMMJGDOI_00721	gene	204	msrAB			
NMMJGDOI_00722	CDS	189	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
NMMJGDOI_00722	gene	189	msrB			
NMMJGDOI_00723	CDS	1413				hypothetical protein
NMMJGDOI_00723	gene	1413				
NMMJGDOI_00724	CDS	225				hypothetical protein
NMMJGDOI_00724	gene	225				
NMMJGDOI_00725	CDS	150	rpsP		COG0228	30S ribosomal protein S16
NMMJGDOI_00725	gene	150	rpsP			
NMMJGDOI_00726	CDS	543	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
NMMJGDOI_00726	gene	543	trmD			
NMMJGDOI_00727	CDS	360	rplS		COG0335	50S ribosomal protein L19
NMMJGDOI_00727	gene	360	rplS			
NMMJGDOI_00728	CDS	300				hypothetical protein
NMMJGDOI_00728	gene	300				
NMMJGDOI_00729	CDS	159				hypothetical protein
NMMJGDOI_00729	gene	159				
NMMJGDOI_00730	CDS	186				hypothetical protein
NMMJGDOI_00730	gene	186				
NMMJGDOI_00731	CDS	312				hypothetical protein
NMMJGDOI_00731	gene	312				
NMMJGDOI_00732	CDS	471	rbgA_1		COG1161	Ribosome biogenesis GTPase A
NMMJGDOI_00732	gene	471	rbgA_1			
NMMJGDOI_00733	CDS	321	rbgA_2		COG1161	Ribosome biogenesis GTPase A
NMMJGDOI_00733	gene	321	rbgA_2			
NMMJGDOI_00734	CDS	279				hypothetical protein
NMMJGDOI_00734	gene	279				
NMMJGDOI_00735	CDS	615				hypothetical protein
NMMJGDOI_00735	gene	615				
NMMJGDOI_00736	CDS	294				hypothetical protein
NMMJGDOI_00736	gene	294				
NMMJGDOI_00737	CDS	783				hypothetical protein
NMMJGDOI_00737	gene	783				
NMMJGDOI_00738	CDS	633				hypothetical protein
NMMJGDOI_00738	gene	633				
NMMJGDOI_00739	CDS	237				hypothetical protein
NMMJGDOI_00739	gene	237				
NMMJGDOI_00740	CDS	261				hypothetical protein
NMMJGDOI_00740	gene	261				
NMMJGDOI_00741	CDS	315				hypothetical protein
NMMJGDOI_00741	gene	315				
NMMJGDOI_00742	CDS	384				hypothetical protein
NMMJGDOI_00742	gene	384				
NMMJGDOI_00743	CDS	171				hypothetical protein
NMMJGDOI_00743	gene	171				
NMMJGDOI_00744	CDS	210				hypothetical protein
NMMJGDOI_00744	gene	210				
NMMJGDOI_00745	tRNA	75				tRNA-SeC(tca)
NMMJGDOI_00745	gene	75				
NMMJGDOI_00746	CDS	594				hypothetical protein
NMMJGDOI_00746	gene	594				
NMMJGDOI_00747	CDS	459				hypothetical protein
NMMJGDOI_00747	gene	459				
NMMJGDOI_00748	CDS	261				hypothetical protein
NMMJGDOI_00748	gene	261				
NMMJGDOI_00749	CDS	231				hypothetical protein
NMMJGDOI_00749	gene	231				
NMMJGDOI_00750	CDS	369				hypothetical protein
NMMJGDOI_00750	gene	369				
